GroupName,Iteration,TestCaseID,TransactionType,TestCaseDesription,StartDate,EndDate,Status,Description,Screenshot,Quote Number
"URBAN","","HO_Rating_TC9","OptionalCoverageDetails_4","Create Dwelling Fire Full Quote","2019/01/15 21:52:19","2019/01/15 21:53:18","PASS","","",""
"URBAN","","HO_Rating_TC9","OptionalCoverageDetails_5","Create Dwelling Fire Full Quote","2019/01/15 21:53:18","2019/01/15 21:54:11","PASS","","",""
"URBAN","","HO_Rating_TC9","Next","Create Dwelling Fire Full Quote","2019/01/15 21:54:11","2019/01/15 21:54:23","PASS","","",""
"URBAN","","HO_Rating_TC9","AdditionalInterests","Create Dwelling Fire Full Quote","2019/01/15 21:54:23","2019/01/15 21:55:25","PASS","","",""
"URBAN","","HO_Rating_TC9","AdditionalInterests_1","Create Dwelling Fire Full Quote","2019/01/15 21:55:25","2019/01/15 21:56:24","PASS","","",""
"URBAN","","HO_Rating_TC9","Next","Create Dwelling Fire Full Quote","2019/01/15 21:56:24","2019/01/15 21:56:36","PASS","","",""
"URBAN","","HO_Rating_TC9","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 21:56:36","2019/01/15 21:56:50","PASS","","",""
"URBAN","","HO_Rating_TC9","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 21:56:50","2019/01/15 21:57:19","PASS","","",""
"URBAN","","HO_Rating_TC9","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 21:57:19","2019/01/15 21:57:35","PASS","","",""
"URBAN","","HO_Rating_TC9","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 21:57:57","2019/01/15 21:57:56","FAIL","TestCase: HO_Rating_TC9 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC9_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC9","Save","Create Dwelling Fire Full Quote","2019/01/15 21:57:57","2019/01/15 21:58:19","PASS","","",""
"URBAN","","HO_Rating_TC9","Approve","Create Dwelling Fire Full Quote","2019/01/15 21:58:19","2019/01/15 21:59:25","PASS","","",""
"URBAN","","HO_Rating_TC9","Issuance","Create Dwelling Fire Full Quote","2019/01/15 21:59:25","2019/01/15 22:01:28","PASS","","",""
"URBAN","","HO_Rating_TC9","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/15 22:01:28","2019/01/15 22:02:45","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 22:02:45","2019/01/15 22:02:54","PASS","","",""
"URBAN","","HO_Rating_TC10","Login","Create Dwelling Fire Full Quote","2019/01/15 22:02:54","2019/01/15 22:02:58","PASS","","",""
"URBAN","","HO_Rating_TC10","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 22:02:58","2019/01/15 22:03:23","PASS","","",""
"URBAN","","HO_Rating_TC10","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 22:03:23","2019/01/15 22:05:29","PASS","","",""
"URBAN","","HO_Rating_TC10","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 22:05:29","2019/01/15 22:07:53","PASS","","",""
"URBAN","","HO_Rating_TC10","RenovationDetails","Create Dwelling Fire Full Quote","2019/01/15 22:07:53","2019/01/15 22:08:43","PASS","","",""
"URBAN","","HO_Rating_TC10","Next","Create Dwelling Fire Full Quote","2019/01/15 22:08:43","2019/01/15 22:08:55","PASS","","",""
"URBAN","","HO_Rating_TC10","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:08:55","2019/01/15 22:09:52","PASS","","",""
"URBAN","","HO_Rating_TC10","Next","Create Dwelling Fire Full Quote","2019/01/15 22:09:52","2019/01/15 22:10:03","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:10:03","2019/01/15 22:10:41","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/15 22:10:41","2019/01/15 22:11:01","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_2","Create Dwelling Fire Full Quote","2019/01/15 22:11:01","2019/01/15 22:12:36","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_3","Create Dwelling Fire Full Quote","2019/01/15 22:12:36","2019/01/15 22:13:36","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_4","Create Dwelling Fire Full Quote","2019/01/15 22:13:36","2019/01/15 22:14:35","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_5","Create Dwelling Fire Full Quote","2019/01/15 22:14:35","2019/01/15 22:16:01","PASS","","",""
"URBAN","","HO_Rating_TC10","OptionalCoverageDetails_6","Create Dwelling Fire Full Quote","2019/01/15 22:16:01","2019/01/15 22:16:54","PASS","","",""
"URBAN","","HO_Rating_TC10","Next","Create Dwelling Fire Full Quote","2019/01/15 22:16:54","2019/01/15 22:17:06","PASS","","",""
"URBAN","","HO_Rating_TC10","Next","Create Dwelling Fire Full Quote","2019/01/15 22:17:06","2019/01/15 22:17:18","PASS","","",""
"URBAN","","HO_Rating_TC10","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 22:17:18","2019/01/15 22:17:32","PASS","","",""
"URBAN","","HO_Rating_TC10","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 22:17:32","2019/01/15 22:18:01","PASS","","",""
"URBAN","","HO_Rating_TC10","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 22:18:01","2019/01/15 22:18:17","PASS","","",""
"URBAN","","HO_Rating_TC10","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 22:18:39","2019/01/15 22:18:38","FAIL","TestCase: HO_Rating_TC10 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC10_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC10","Save","Create Dwelling Fire Full Quote","2019/01/15 22:18:39","2019/01/15 22:19:01","PASS","","",""
"URBAN","","HO_Rating_TC10","Approve","Create Dwelling Fire Full Quote","2019/01/15 22:19:01","2019/01/15 22:20:07","PASS","","",""
"URBAN","","HO_Rating_TC10","Issuance","Create Dwelling Fire Full Quote","2019/01/15 22:20:07","2019/01/15 22:23:24","PASS","","",""
"URBAN","","HO_Rating_TC10","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/15 22:23:24","2019/01/15 22:24:42","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 22:24:42","2019/01/15 22:24:49","PASS","","",""
"URBAN","","HO_Rating_TC11","Login","Create Dwelling Fire Full Quote","2019/01/15 22:24:49","2019/01/15 22:24:53","PASS","","",""
"URBAN","","HO_Rating_TC11","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 22:24:53","2019/01/15 22:25:18","PASS","","",""
"URBAN","","HO_Rating_TC11","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 22:25:18","2019/01/15 22:27:24","PASS","","",""
"URBAN","","HO_Rating_TC11","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 22:27:24","2019/01/15 22:30:02","PASS","","",""
"URBAN","","HO_Rating_TC11","RenovationDetails","Create Dwelling Fire Full Quote","2019/01/15 22:30:02","2019/01/15 22:30:53","PASS","","",""
"URBAN","","HO_Rating_TC11","Next","Create Dwelling Fire Full Quote","2019/01/15 22:30:53","2019/01/15 22:31:04","PASS","","",""
"URBAN","","HO_Rating_TC11","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:31:04","2019/01/15 22:32:31","PASS","","",""
"URBAN","","HO_Rating_TC11","Next","Create Dwelling Fire Full Quote","2019/01/15 22:32:31","2019/01/15 22:32:43","PASS","","",""
"URBAN","","HO_Rating_TC11","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:32:43","2019/01/15 22:33:20","PASS","","",""
"URBAN","","HO_Rating_TC11","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/15 22:33:20","2019/01/15 22:34:26","PASS","","",""
"URBAN","","HO_Rating_TC11","OptionalCoverageDetails_2","Create Dwelling Fire Full Quote","2019/01/15 22:34:26","2019/01/15 22:35:19","PASS","","",""
"URBAN","","HO_Rating_TC11","OptionalCoverageDetails_3","Create Dwelling Fire Full Quote","2019/01/15 22:35:19","2019/01/15 22:36:18","PASS","","",""
"URBAN","","HO_Rating_TC11","OptionalCoverageDetails_4","Create Dwelling Fire Full Quote","2019/01/15 22:36:18","2019/01/15 22:37:18","PASS","","",""
"URBAN","","HO_Rating_TC11","Next","Create Dwelling Fire Full Quote","2019/01/15 22:37:18","2019/01/15 22:37:30","PASS","","",""
"URBAN","","HO_Rating_TC11","Next","Create Dwelling Fire Full Quote","2019/01/15 22:37:30","2019/01/15 22:37:41","PASS","","",""
"URBAN","","HO_Rating_TC11","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 22:37:41","2019/01/15 22:37:56","PASS","","",""
"URBAN","","HO_Rating_TC11","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 22:37:56","2019/01/15 22:38:24","PASS","","",""
"URBAN","","HO_Rating_TC11","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 22:38:24","2019/01/15 22:38:40","PASS","","",""
"URBAN","","HO_Rating_TC11","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 22:39:02","2019/01/15 22:39:02","FAIL","TestCase: HO_Rating_TC11 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC11_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC11","Save","Create Dwelling Fire Full Quote","2019/01/15 22:39:02","2019/01/15 22:39:24","PASS","","",""
"URBAN","","HO_Rating_TC11","Approve","Create Dwelling Fire Full Quote","2019/01/15 22:39:24","2019/01/15 22:40:31","PASS","","",""
"URBAN","","HO_Rating_TC11","Issuance","Create Dwelling Fire Full Quote","2019/01/15 22:40:31","2019/01/15 22:42:33","PASS","","",""
"URBAN","","HO_Rating_TC11","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/15 22:42:33","2019/01/15 22:43:50","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 22:43:50","2019/01/15 22:44:00","PASS","","",""
"URBAN","","HO_Rating_TC12","Login","Create Dwelling Fire Full Quote","2019/01/15 22:44:00","2019/01/15 22:44:04","PASS","","",""
"URBAN","","HO_Rating_TC12","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 22:44:04","2019/01/15 22:44:29","PASS","","",""
"URBAN","","HO_Rating_TC12","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 22:44:29","2019/01/15 22:46:43","PASS","","",""
"URBAN","","HO_Rating_TC12","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 22:46:43","2019/01/15 22:49:09","PASS","","",""
"URBAN","","HO_Rating_TC12","RenovationDetails","Create Dwelling Fire Full Quote","2019/01/15 22:49:09","2019/01/15 22:50:00","PASS","","",""
"URBAN","","HO_Rating_TC12","Next","Create Dwelling Fire Full Quote","2019/01/15 22:50:00","2019/01/15 22:50:11","PASS","","",""
"URBAN","","HO_Rating_TC12","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:50:11","2019/01/15 22:51:25","PASS","","",""
"URBAN","","HO_Rating_TC12","Next","Create Dwelling Fire Full Quote","2019/01/15 22:51:25","2019/01/15 22:51:36","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 22:51:36","2019/01/15 22:53:09","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/15 22:53:09","2019/01/15 22:54:08","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_2","Create Dwelling Fire Full Quote","2019/01/15 22:54:08","2019/01/15 22:55:01","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_3","Create Dwelling Fire Full Quote","2019/01/15 22:55:01","2019/01/15 22:56:00","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_3","Create Dwelling Fire Full Quote","2019/01/15 22:56:00","2019/01/15 22:56:31","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_4","Create Dwelling Fire Full Quote","2019/01/15 22:56:31","2019/01/15 22:57:25","PASS","","",""
"URBAN","","HO_Rating_TC12","OptionalCoverageDetails_5","Create Dwelling Fire Full Quote","2019/01/15 22:57:25","2019/01/15 22:58:23","PASS","","",""
"URBAN","","HO_Rating_TC12","Next","Create Dwelling Fire Full Quote","2019/01/15 22:58:23","2019/01/15 22:58:35","PASS","","",""
"URBAN","","HO_Rating_TC12","AdditionalInterests","Create Dwelling Fire Full Quote","2019/01/15 22:58:35","2019/01/15 22:59:36","PASS","","",""
"URBAN","","HO_Rating_TC12","AdditionalInterests_1","Create Dwelling Fire Full Quote","2019/01/15 22:59:37","2019/01/15 23:00:36","PASS","","",""
"URBAN","","HO_Rating_TC12","Next","Create Dwelling Fire Full Quote","2019/01/15 23:00:36","2019/01/15 23:00:48","PASS","","",""
"URBAN","","HO_Rating_TC12","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 23:00:48","2019/01/15 23:01:02","PASS","","",""
"URBAN","","HO_Rating_TC12","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 23:01:02","2019/01/15 23:01:31","PASS","","",""
"URBAN","","HO_Rating_TC12","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 23:01:31","2019/01/15 23:01:47","PASS","","",""
"URBAN","","HO_Rating_TC12","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 23:02:09","2019/01/15 23:02:08","FAIL","TestCase: HO_Rating_TC12 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC12_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC12","Save","Create Dwelling Fire Full Quote","2019/01/15 23:02:09","2019/01/15 23:02:31","PASS","","",""
"URBAN","","HO_Rating_TC12","Approve","Create Dwelling Fire Full Quote","2019/01/15 23:02:31","2019/01/15 23:03:37","PASS","","",""
"URBAN","","HO_Rating_TC12","Issuance","Create Dwelling Fire Full Quote","2019/01/15 23:03:37","2019/01/15 23:05:39","PASS","","",""
"URBAN","","HO_Rating_TC12","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/15 23:05:40","2019/01/15 23:06:57","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 23:06:57","2019/01/15 23:07:05","PASS","","",""
"URBAN","","HO_Rating_TC13","Login","Create Dwelling Fire Full Quote","2019/01/15 23:07:05","2019/01/15 23:07:09","PASS","","",""
"URBAN","","HO_Rating_TC13","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 23:07:09","2019/01/15 23:07:34","PASS","","",""
"URBAN","","HO_Rating_TC13","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 23:07:34","2019/01/15 23:11:28","PASS","","",""
"URBAN","","HO_Rating_TC13","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 23:11:28","2019/01/15 23:13:57","PASS","","",""
"URBAN","","HO_Rating_TC13","Next","Create Dwelling Fire Full Quote","2019/01/15 23:13:57","2019/01/15 23:14:09","PASS","","",""
"URBAN","","HO_Rating_TC13","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 23:14:09","2019/01/15 23:15:09","PASS","","",""
"URBAN","","HO_Rating_TC13","Next","Create Dwelling Fire Full Quote","2019/01/15 23:15:09","2019/01/15 23:15:21","PASS","","",""
"URBAN","","HO_Rating_TC13","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 23:15:21","2019/01/15 23:15:58","PASS","","",""
"URBAN","","HO_Rating_TC13","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/15 23:15:58","2019/01/15 23:16:19","PASS","","",""
"URBAN","","HO_Rating_TC13","Next","Create Dwelling Fire Full Quote","2019/01/15 23:16:19","2019/01/15 23:16:31","PASS","","",""
"URBAN","","HO_Rating_TC13","AdditionalInterests","Create Dwelling Fire Full Quote","2019/01/15 23:16:31","2019/01/15 23:17:36","PASS","","",""
"URBAN","","HO_Rating_TC13","Next","Create Dwelling Fire Full Quote","2019/01/15 23:17:36","2019/01/15 23:17:48","PASS","","",""
"URBAN","","HO_Rating_TC13","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 23:17:48","2019/01/15 23:18:02","PASS","","",""
"URBAN","","HO_Rating_TC13","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 23:18:02","2019/01/15 23:18:31","PASS","","",""
"URBAN","","HO_Rating_TC13","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 23:18:31","2019/01/15 23:18:47","PASS","","",""
"URBAN","","HO_Rating_TC13","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 23:19:09","2019/01/15 23:19:08","FAIL","TestCase: HO_Rating_TC13 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC13_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC13","Save","Create Dwelling Fire Full Quote","2019/01/15 23:19:09","2019/01/15 23:19:31","PASS","","",""
"URBAN","","HO_Rating_TC13","Approve","Create Dwelling Fire Full Quote","2019/01/15 23:19:31","2019/01/15 23:20:37","PASS","","",""
"URBAN","","HO_Rating_TC13","Issuance","Create Dwelling Fire Full Quote","2019/01/15 23:20:37","2019/01/15 23:22:40","PASS","","",""
"URBAN","","HO_Rating_TC13","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/15 23:22:40","2019/01/15 23:24:01","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 23:24:01","2019/01/15 23:24:09","PASS","","",""
"URBAN","","HO_Rating_TC14","Login","Create Dwelling Fire Full Quote","2019/01/15 23:24:09","2019/01/15 23:24:14","PASS","","",""
"URBAN","","HO_Rating_TC14","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 23:24:14","2019/01/15 23:24:38","PASS","","",""
"URBAN","","HO_Rating_TC14","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 23:24:38","2019/01/15 23:27:11","PASS","","",""
"URBAN","","HO_Rating_TC14","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 23:27:11","2019/01/15 23:29:58","PASS","","",""
"URBAN","","HO_Rating_TC14","Next","Create Dwelling Fire Full Quote","2019/01/15 23:29:58","2019/01/15 23:30:10","PASS","","",""
"URBAN","","HO_Rating_TC14","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 23:30:10","2019/01/15 23:31:23","PASS","","",""
"URBAN","","HO_Rating_TC14","Next","Create Dwelling Fire Full Quote","2019/01/15 23:31:23","2019/01/15 23:31:34","PASS","","",""
"URBAN","","HO_Rating_TC14","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 23:31:34","2019/01/15 23:32:12","PASS","","",""
"URBAN","","HO_Rating_TC14","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/15 23:32:12","2019/01/15 23:33:11","PASS","","",""
"URBAN","","HO_Rating_TC14","OptionalCoverageDetails_2","Create Dwelling Fire Full Quote","2019/01/15 23:33:11","2019/01/15 23:34:04","PASS","","",""
"URBAN","","HO_Rating_TC14","Next","Create Dwelling Fire Full Quote","2019/01/15 23:34:04","2019/01/15 23:34:15","PASS","","",""
"URBAN","","HO_Rating_TC14","Next","Create Dwelling Fire Full Quote","2019/01/15 23:34:15","2019/01/15 23:34:27","PASS","","",""
"URBAN","","HO_Rating_TC14","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/15 23:34:27","2019/01/15 23:34:41","PASS","","",""
"URBAN","","HO_Rating_TC14","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/15 23:34:41","2019/01/15 23:35:18","PASS","","",""
"URBAN","","HO_Rating_TC14","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/15 23:35:18","2019/01/15 23:35:35","PASS","","",""
"URBAN","","HO_Rating_TC14","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/15 23:35:35","2019/01/15 23:35:54","FAIL","TestCase: HO_Rating_TC14 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC14_PremiumSummaryVerification_20190115233535.jpeg",""
"URBAN","","HO_Rating_TC14","Save","Create Dwelling Fire Full Quote","2019/01/15 23:35:54","2019/01/15 23:36:25","PASS","","",""
"URBAN","","HO_Rating_TC14","Approve","Create Dwelling Fire Full Quote","2019/01/15 23:36:26","2019/01/15 23:48:45","FAIL","Error Occurred from Do Action //iframe[contains(@src,'mic/portal/RenderDashboard.jsp')]Expected condition failed: waiting for presence of element located by: By.xpath: //iframe[contains(@src,'mic/portal/RenderDashboard.jsp')] (tried for 700 second(s) with 500 MILLISECONDS interval)
Build info: version: '3.0.1', revision: '1969d75', time: '2016-10-18 09:49:13 -0700'
System info: host: 'IND-MHP3DW73971', ip: '172.17.151.92', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_25'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.36.540470 (e522d04694c7ebea4ba8821272dbef4f9b818c91), userDataDir=C:\Users\MRINMA~1\AppData\Local\Temp\scoped_dir15432_11558}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=71.0.3578.98, platform=XP, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: b7f8363bb75674c8e74cbaa7ece41c84","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC14_Approve_20190115233626.jpeg",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/15 23:48:45","2019/01/15 23:48:54","PASS","","",""
"URBAN","","HO_Rating_TC15","Login","Create Dwelling Fire Full Quote","2019/01/15 23:48:54","2019/01/15 23:48:58","PASS","","",""
"URBAN","","HO_Rating_TC15","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/15 23:48:58","2019/01/15 23:49:23","PASS","","",""
"URBAN","","HO_Rating_TC15","ProductInformation","Create Dwelling Fire Full Quote","2019/01/15 23:49:23","2019/01/15 23:51:55","PASS","","",""
"URBAN","","HO_Rating_TC15","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/15 23:51:55","2019/01/15 23:54:42","PASS","","",""
"URBAN","","HO_Rating_TC15","Next","Create Dwelling Fire Full Quote","2019/01/15 23:54:42","2019/01/15 23:54:54","PASS","","",""
"URBAN","","HO_Rating_TC15","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/15 23:54:54","2019/01/15 23:56:12","PASS","","",""
"URBAN","","HO_Rating_TC15","Next","","2019/01/15 23:56:12","2019/01/15 23:56:23","PASS","","",""
"URBAN","","HO_Rating_TC15","OptionalCoverageDetails","","2019/01/15 23:56:24","2019/01/15 23:57:01","PASS","","",""
"URBAN","","HO_Rating_TC15","OptionalCoverageDetails_1","","2019/01/15 23:57:01","2019/01/15 23:58:00","PASS","","",""
"URBAN","","HO_Rating_TC15","OptionalCoverageDetails_2","","2019/01/15 23:58:00","2019/01/15 23:58:53","PASS","","",""
"URBAN","","HO_Rating_TC15","OptionalCoverageDetails_3","","2019/01/15 23:58:53","2019/01/16 00:04:39","FAIL","Expected condition failed: waiting for element to be clickable: By.xpath: (//*[contains(@id,'cov_c_inc_limit-textbox')])[$1value] (tried for 300 second(s) with 500 MILLISECONDS interval)
Build info: version: '3.0.1', revision: '1969d75', time: '2016-10-18 09:49:13 -0700'
System info: host: 'IND-MHP3DW73971', ip: '172.17.151.92', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_25'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.36.540470 (e522d04694c7ebea4ba8821272dbef4f9b818c91), userDataDir=C:\Users\MRINMA~1\AppData\Local\Temp\scoped_dir13724_32306}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=71.0.3578.98, platform=XP, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=false, acceptInsecureCerts=false, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, setWindowRect=true, unexpectedAlertBehaviour=}]
Session ID: 1b4cf3d9202ab5d72d96f9adca85e9d6","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC15_OptionalCoverageDetails_3_20190115235853.jpeg",""
"URBAN","","HO_Rating_TC15","Save","Create Dwelling Fire Full Quote","2019/01/16 00:04:40","2019/01/16 00:05:02","PASS","","",""
